prod_id,summary,num_sents
B00BQYE9H4,"Did not hold up well for normal teenage usage. I probably wouldn't buy another. I was a bit hesitant when I read the buttons were stiff. However, mine are great! Galaxys4Active phone case is a little bit bigger than this one. I need a case for S4 active. 2) Headphone port is too small. So I got one for my S4 and it was pitiful. I'm not happy
well constructed case.",10
B00BWVIN9G,It does allow you to reposition but it isn't as easy as it suggests. Works with s-pen and feels like its not there. In conclusion - it's worth the price. The clear protector worked great though. Good for its purpose. Would recommend others to buy this product.,7
B00BWYDQ36,"It's full of unreadable poems in the beginning; Difficult to find a particular poem. So large I am still reading it, every page a hidden gem.",3
B00BXVHEZY,Would not recommend to anyone. I thought It could of been made better. But with a product like this it has to fit multiple applications. Only fits small purses. Great for my new car. Keeps my purse from spilling all over the seat and floor of my car.,7
B00C0ZJ42S,"The first thing you notice about the Armor Series Case is its heft. Very protective! The case was too bulky for my day to day use, but I will make due. For this price I expected more. I would not recommend this case for the money.",6
B00C6NHLC4,"Such an unbelievably beautiful love story! I truly enjoyed not having a cheating Hh in the story. I didn't like it. Found this read boring. It was quite a long read and very detailed. It was well written. Like, my rich handsome boyfriend.",8
B00C6OORDO,"It is a hard case, but yet it has a soft feel to the outside of it. Other than that I do like it and the shipping time was perfect. This is an okay case for the price. Overall it does the job. Would purchase again!!",7
B00C74I9Z0,I totally love it! The sticker is raised. It looks very pretty on my iPhone.,4
B00C9TRH7E,Interesting pamphlet. Not exactly War and Peace but  worth $.99. I will be looking for more of this type. Great short read! I really like Josie.,7
B00CAE71L0,Good info but my husband would never allow it bc of sports. I liked the ideas in this book; Very poorly written. It helps to be reminded again what you might have already known. Only a few pages were actually on topic......cutting your cable bill. Happy I grabbed this one.,12
B00CHQOT2K,No real insights; It is a good read fast moving study of what not to do. It was interesting.,3
B00CINM2YE,Very convenient for walking or running. It wouldn't stay tight on my arm. The fit was wrong. Arm band pinch my arm when trying to adjust. It's great for running but not for lifting. I wanted an armband to hold my phone while walking with my dog.,7
B00CKH0X2G,"I liked all the stories. Wanting to read more!! I liked all the stories but. The cliffhanger had me wanting more. I have most certainly read more riveting, and consuming stories. Good way to pass time
Didn't like the writing. Not one I will save to read again.",9
B00CKW2V3A,"Phone slips to the side and then you cant type. Purchased this for my sons birthday. I love this case! I like that I can use it without taking it out of the case. Other than that, it's the perfect iPhone case.",6
B00CLRN47G,"Not even worth the 10$ I spent on it, fell apart in a week. Wouldn't recommend it to anyone. I am so glad I bought this case! The material is very cheap and inflexible for this case.",5
B00CMRF9YQ,THIS BOOK IS NOT 200 PAGES. Then the book was short! Referring to the sucking of toes. Not that interesting. These girls really were young & dumb (as hell) lol. This is definitely a good ready for da Young n dumb!!! This really takes place in everyday life. Glad this was only a dollar or else I would feel cheated.,11
B00CRAR2GQ,"Just the white color, get dirty very easy. but it's a good buy for all...
The item I received is clearly used. Extremely cheap! And case did not fit S4 well. Not too pleased with this product.",9
B00CU8OK88,"The fit is great, love the color. And it is the exact same phone they said the case was made for. Average product. It does its job. Wouldn't purchase this again.",6
B00CWL34IK,"Bought this with all of the other toys to go with my new s4. It's way more convenient than this mount. absolutely useless. Not good at all. Worked great, but needed to remove the phone from the otter case. Phone fits in it really securely.",7
B00CX1LJJK,The ears are a little too flexible. Then for some reason its a big cut on the side ..never order.! This is a 5 star case. I ended up getting my product a little faster then expected. If you are really set on this case I would suggest it again. Totally 100% awesome! It's a little lose.,11
B00CY0MAJ8,This is a really helpful little device ---- for as long as it works. I have to find it to retract the cable. Item as described. No problems at all. make this product stop mid-wind and you have a winner. To me they are unusable.,7
B00CYNN4ZO,"My charger isn't the one that came with the phone. Which makes it a pain to use the touch screen. not only is it cheaper than the lifeproof its a lot better. Specially for the price!!! its cheap plastic. so, it does keep your phone dry and dirt free!!!!! It doesn't have a switch for me to switch from vibrate to sound,
2. Really I don't think it was worth it. Live and learn I guess.",16
B00D1PGELA,"It went straight back. Pictures are only OK, if it fits exactly where needed. Not really worth the time. Buy a tripod if you plan on using the telephoto more than once.",5
B00DD5UYOG,This is probably one of the best purchases I have made so far. Haven't had any problems. Now I can use my phone all day without running to a charger. Case protect the majority of falls. It worked ok for one day then stopped charging.,6
B00DD6ICX0,"Case looks nice but it is not strong enough. Haven't found another case I like more unfortunately. I love Spigen products. They look sharp. If you do, then the case will not last at all. When it came with the whole case the frame broke with in a month. Then after ordering a second frame it broke again in 2weeks.",8
B00DGXS9VK,"Borrowed this book on Amazon prime, and I'm glad I did. I did the Adkins diet twenty years ago and it work then. Calling this a book is a stretch.",4
B00DKHJZUQ,There was a lot going on in the story. The entire book was the same way. I don't know who edited this book but it was very poorly done. Very disappointed. A very good story about the Seals that I enjoyed . The expression is for all intents and purposes.,7
B00DYJ0ZNG,you can buy much nicer for just a few bucks more. The hunt is over. This one is good for THE PHONE! I used this case for about a month before it started coming apart. The edges are held together with a glue. The case fits the Samsung GALAXY S4 Active perfectly. But it isn't supper variable.,8
B00DZG2XK6,"Just don't like how the skin sheds off. Very cute, but not too durable. The main part of the case is not soft at all. I got so many compliments on it, it's so adorable. This item took a long time to arrive, which was expected. I waited forever for my case and did not receive it.",7
B00E6AQ96Y,"In my opinion it is definitely not worth $20. The one I received is different from hers. Highly recommend. Not ideal for summer running. In addition, it gets very wet because of sweat and is hard to dry.",6
B00ECN4PWA,"Confusing,Incomplete. I absolutely loved these books. I just relax so much when I read my Amish books. This last one was difficult because of the many typos. the  spelling errors
and the. Sicily Yoder is a very good writer of Amish  stories.",7
B00ECUG9TA,Maxine quit her day job and opened her own chocolate shop. This lit a fire under Maxine and her grandma Ellie. There were too many punctuation errors; too many incorrect words; The proofing of this book however was terrible. I thoroughly enjoyed this book. It keep my attention and totally surprised me at the outcome. I could relate to the characters in this one. And who doesn't enjoy reading about chocolate? It's a worthwhile read I recommend! Chocolate Martini anyone?,10
B00EDYL3FU,What a disappointment! I really enjoyed this book by Sylvia Day. Once I started the book it was very hard to put it down. Story line is very exciting. I was disappointed.,6
B00EE7213E,Screen died after two months of light use. Very disappointed. Still ended up buying a new phone. If you own a HTC ONE X AT&T...DON'T BUY THIS. bought another screen from another place and it work OK.,9
B00EHSUFD8,Wonderful and exciting book. Love Cindy & Mattheus. The one less star comes from the poor editing of the e-book. I'm going to read Book 1 next. I couldn't find a single character to like in the entire book. I was drawn to the characters. The dialogue was juvenile.,8
B00FCNKTPQ,"The poor grammar was too distracting. It would have been safe but a cellphone rings. I really enjoyed this book. I only write reviews on those I truly enjoy. I enjoyed the plot and the characters very much. Let me start off with that fact that I did not finish. Editing aside,  just a very ho-hum boring read. Sounds beautiful where story takes place.",9
B00FUUDP1G,"This is truly a good HEA. I was totally into this story I couldn't put it down. I loved the characters except for that snake in the grass Ruby. Can this be true love ? Of course, being a love story, they do fall in love. I'm glad it was free. It turned out to be a quick page turner.",8
B00FVXZ57Y,Don't waste your money. Or how many howevers do you need? It's a must read for growing garlic and doing it right. Buy this specific brand of garlic. Not too useful to me.,6
B00GATDL7O,I love when the crew starts in on their shanties! Highly recommended! There's only a few of the good shanties on the album. And it's only 16 tracks.,5
B00GB0VRZA,I enjoyed this little love story. I thought this was terrible! I couldn't even finished it it got so boring and lame. You cant get lost in Hannah or any one else in this book. Exciting book hard to put down.,6
B00GG02SIA,"This is you reading my review. If you want to make a mystery boring, well this is how you do it. The ending was satisfying. The swim team milieu was interesting and full of detail.",5
B00GZAZX2O,This had a good spin on the shifter romance genre. Both of the character are unlikeable. A very good book. This was not the normal alpha wolf story but I loved it.,5
B00HEWJO7W,"This was a different yarn for me, but enjoyable all the same. It is very short but entertaining. It turns into really BAD authors' habit! But if you like that kind of thing, go ahead and read it. Good story but too many loose ends.",6
B00HHH8B0U,"Swiftly paced, interesting concept. Enjoyable story. short story that was a nice thriller. loved the ending and made me wish for more to read. Very interesting.",6
B00IDNLAOQ,"It's worth the price. It was a quick and engaging story. 10 minutes or so. It's only a few pages, and of almost no value to anyone.",5
B00IGK7IRO,"fun read  He clearly loves what he did, the good and the bad. A very enjoyable read. I am a just learning to sail so this was fun and informative for me. Easy to read and entertaining too! Whatever happened to the ""Ready about?""",6
B00IGSMYHK,Ms. Mathews presents those points very clearly. Don't bother with this one. Pass on this one. Also good at letting you know what pitfalls to avoid.,6
B00IJKERAM,"good interview about a subject that is not on the top of my radar. Finke controls him, and says very little. Highly recommended. Exceptionally honest - I love NF. An interview with Nikki Finke, I'll buy that for a dollar! Wouldn't recommend it to my friends. A quick, honest glimpse into the twisted world of Hollywood.",8
B00IY5RM04,this was a fun book. This took forever. Good thing it was free but still terrible. Not enough hot sex scenes. Interesting concept but a bit short on execution. It was a very good short erotic story one I will share with friends!,7
B00JPJQR4U,"Really enjoyed this series, waiting for the next book. A SciFy that is ok and then great at times. Other character development is not bad. I read the book until the end I didn't hate it and I didn't love it. a very good read. hokey hokey hokey.",7
B00JW1R79U,American Lara Croft wannabe. Very predictable. The FBI doesn't work outside the U.S. like this. Felix Leiter was CIA remember. Loving the last name.) My issue is the ending was very anti-climatic and abrupt. I'm curious to see if the author gets better in the series.,10
B00JX4TOLA,"The characters themselves also weren't that great. I definitely won't be trying out book two. suspending reality just didn't work. Still I liked the book. This could've been a great read. Trevor did not enhance the story for me, now the mysterious caller. Just tell the man already.",8
B00K7Q8I1A,I liked the story but could of had more to the story line. This novella took like less than ten minutes to read (if that). I am hoping for a better ending then the first. This was new to me. It works out and Matt really does like Penny.,6
B00KFAT4QG,"Too much about Bill and didn't really get into understanding her. Wouldn't recommend it. Then it gave me an insightful view of Hillary. A somewhat disjointed look at the life of Hillary Clinton. ""Hillary"" Review:",5
B00LADYBSS,"Complete waste of time. Frankly, I was disappointed in this one..Mr. All are fine thrillers; Not a single likeable character in the story. The title doesn't lie. this is a short well written story.",8
B00LAGPOO0,"Anyhow at least it was free when I downloaded it. Utter rubbish, and the author must have been joking. I haven't been able to finish it yet. So I
started my own veggie garden. Enough to get you interested. Poorly constructed. I am thankful I purchased while it was free!",8
B00M179WOU,"An enjoyable beginning,but I got lost trying to continue to the end. This story could use some help. My only complaint is that I wanted more. Slow, stiff read. I can forgive a lot of things but this book fell for short for me. She really shines in this one. Loved the debt of the characters. I was satisfied by the end of f the book. All the Bennet sisters had happy ending.",10
B00MF8BJQE,"Your reputation is like your virginity; Very good efforts. However, overall I thoroughly enjoyed the novel! Well its all down to taste. Much of the novel consists of internal thoughts and monologues. I too am here because the author spammed some of my reviews. I received a copy of this in exchange for an honest review.",7
B00MN06YDM,"Really enjoyed reading this passion filled novel! Enjoyed it as foreplay. Not so much on depth and characters. The book is a must read if you love great hot love scenes this is it. Just the thought of not knowing what was to come, drew me in. Terrible editing, too. There was no story to it.",8
B00MWDIUKU,"Good but basic information. Out of date  Had to play around on my Kindle to return a book; less of a problem on the Website. Only you can tell, based on your pattern of reading."" Some good information.",5
B00NQ7K284,"First of all, wow! I could not put this book down. I really enjoyed reading it! Needed more storyline. Interesting theory. This won't end well
What a fantastic read!!! I cannot wait for book #2.",10
